id,compound_name,formula,group,organic,inorganic,iupac,last_update,description,tags
45,"5,5'diylbis(amino-ethyl)-[2,2'-bithiophene] silver bismuth iodide",C12H16N2S2AgBiI8,"(AE2T)2AgBiI8, (C12H16S2N2)AgBiI8",C12H16N2S2,"AgBiI8, Silver bismuth iodide","5,5'-bis(aminoethyl)-2,2'-bithiophene silver bismuth iodide",2021-10-04, ,[]
